"Ad name","Ad delivery",Results,"Result indicator","Cost per results","Amount spent (USD)","CPM (cost per 1,000 impressions) (USD)",Frequency,Reach,Impressions,"Clicks (all)","Cost per outbound click (USD)","Outbound CTR (click-through rate)","Outbound clicks","CPC (cost per link click) (USD)","CTR (link click-through rate)","Link clicks","CTR (all)","CPC (all) (USD)","Landing page views","Cost per landing page view (USD)","Reporting starts","Reporting ends","Ad set budget","Ad set budget type","Campaign ID","Ad ID","Ad set name","Ad set ID","Campaign name","Results (initial)","Results (initial) indicator"
"soulmate-static-birth-9x16 (5) – 2",not_delivering,2,actions:offsite_conversion.fb_pixel_purchase,13.205,26.41,36.937063,1.007042,710,715,32,0.851935,4.335664,31,0.851935,4.335664,31,4.475524,0.825313,34,0.776765,2026-04-17,2026-04-17,"Using campaign budget",0,120239465472520284,120239465472550284,Soulmate-abo-static-date_of_birth-1,120239465472570284,Soulmate-сbo-static-date_of_birth(1)-7,,
"soulmate-static-birth-9x16 (1)",inactive,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-17,2026-04-17,"Using campaign budget",0,120240588892110284,120240588892120284,Soulmate-v2-abo-static-date_of_birth-1,120240588892160284,Soulmate-v2-сbo-static-date_of_birth-1,,
"soulmate-static-birth-9x16 (13)",inactive,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-17,2026-04-17,"Using campaign budget",0,120240956496950284,120240956496970284,Soulmate-v2-abo-static-date_of_birth-1,120240956497080284,Soulmate-v2-сbo-static-date_of_birth-5,,
Soulmate-abo-static-date_of_birth-1,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-17,2026-04-17,50,Daily,120238347016050284,120238347016060284,"Soulmate-abo-static-date_of_birth-1 – Copy 2",120238347015970284,Soulmate-abo-static-date_of_birth-2,,
"soulmate-date-birth-9x16 (1)",not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-17,2026-04-17,"Using campaign budget",0,120239164453290284,120239164453330284,Soulmate-abo-video-date_of_birth-1,120239164453280284,Soulmate-сbo-video-date_of_birth-1,,
"soulmate-static-birth-9x16 (1v2) – 3",not_delivering,,,,6.78,47.746479,1.021583,139,142,4,2.26,2.112676,3,2.26,2.112676,3,2.816901,1.695,2,3.39,2026-04-17,2026-04-17,"Using campaign budget",0,120239465472520284,120239465472540284,Soulmate-abo-static-date_of_birth-1,120239465472570284,Soulmate-сbo-static-date_of_birth(1)-7,,
"soulmate-static-birth-9x16 mix - 5",not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-17,2026-04-17,"Using campaign budget",0,120240359756640284,120240359756660284,Soulmate-abo-static-date_of_birth-11,120240359756600284,Soulmate-сbo-static-date_of_birth-11,,
"soulmate-static-birth-9x16 mix - 4",inactive,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-17,2026-04-17,"Using campaign budget",0,120240353549380284,120240359306620284,Soulmate-abo-static-date_of_birth-9,120240353549370284,Soulmate-сbo-static-date_of_birth-9,,
Soulmate-abo-static-date_of_birth-1,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-17,2026-04-17,50,Daily,120238347016050284,120238347016010284,"Soulmate-abo-static-date_of_birth-1 – Copy 2",120238347016070284,Soulmate-abo-static-date_of_birth-2,,
"soulmate-date-birth-9x16 (18)",not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-17,2026-04-17,"Using campaign budget",0,120239164453290284,120239164453320284,Soulmate-abo-video-date_of_birth-1,120239164453280284,Soulmate-сbo-video-date_of_birth-1,,
"soulmate-static-birth-9x16 (1) - 1",inactive,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-17,2026-04-17,"Using campaign budget",0,120239465472520284,120239465472530284,Soulmate-abo-static-date_of_birth-1,120239465472570284,Soulmate-сbo-static-date_of_birth(1)-7,,
"soulmate-static-birth-9x16 mix - 4",inactive,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-17,2026-04-17,"Using campaign budget",0,120240359756640284,120240359756650284,Soulmate-abo-static-date_of_birth-11,120240359756600284,Soulmate-сbo-static-date_of_birth-11,,
"soulmate-static-birth-9x16 mix - 2",not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-17,2026-04-17,"Using campaign budget",0,120240353549380284,120240359306600284,Soulmate-abo-static-date_of_birth-9,120240353549370284,Soulmate-сbo-static-date_of_birth-9,,
Soulmate-abo-static-date_of_birth-1,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-17,2026-04-17,60,Daily,120238347016050284,120238347016000284,"Soulmate-abo-static-date_of_birth-1 – Copy",120238347016030284,Soulmate-abo-static-date_of_birth-2,,
"soulmate-date-birth-9x16 (5)",inactive,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-17,2026-04-17,"Using campaign budget",0,120239164453290284,120239164453310284,Soulmate-abo-video-date_of_birth-1,120239164453280284,Soulmate-сbo-video-date_of_birth-1,,
"soulmate-static-birth-9x16 (13) – 4",not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-17,2026-04-17,"Using campaign budget",0,120239464684270284,120239464684310284,Soulmate-abo-static-date_of_birth-1,120239464684300284,Soulmate-сbo-static-date_of_birth(1)-6,,
"soulmate-static-birth-9x16 mix - 2",inactive,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-17,2026-04-17,"Using campaign budget",0,120240359756640284,120240359756630284,Soulmate-abo-static-date_of_birth-11,120240359756600284,Soulmate-сbo-static-date_of_birth-11,,
"soulmate-static-birth-9x16 mix - 1",inactive,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-17,2026-04-17,"Using campaign budget",0,120240353549380284,120240353549400284,Soulmate-abo-static-date_of_birth-9,120240353549370284,Soulmate-сbo-static-date_of_birth-9,,
Soulmate-abo-static-date_of_birth-1,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-17,2026-04-17,60,Daily,120238346020350284,120238346938860284,Soulmate-abo-static-date_of_birth-3,120238346938830284,Soulmate-abo-static-date_of_birth-1,,
"soulmate-static-birth-9x16 (13)",inactive,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-17,2026-04-17,"Using campaign budget",0,120239103018930284,120239103255870284,Soulmate-abo-static-date_of_birth-1,120239103018960284,Soulmate-сbo-static-date_of_birth-2,,
"soulmate-static-birth-9x16 (1) - 1",not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-17,2026-04-17,"Using campaign budget",0,120239464684270284,120239464684290284,Soulmate-abo-static-date_of_birth-1,120239464684300284,Soulmate-сbo-static-date_of_birth(1)-6,,
"soulmate-static-birth-9x16 mix - 3",inactive,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-17,2026-04-17,"Using campaign budget",0,120240359756640284,120240359756620284,Soulmate-abo-static-date_of_birth-11,120240359756600284,Soulmate-сbo-static-date_of_birth-11,,
Soulmate-abo-static-date_of_birth-1,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-17,2026-04-17,70,Daily,120238347016050284,120238347015980284,"Soulmate-abo-static-date_of_birth-1 – Copy 2",120238347016040284,Soulmate-abo-static-date_of_birth-2,,
Soulmate-abo-static-date_of_birth-1,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-17,2026-04-17,50,Daily,120238346020350284,120238346938810284,Soulmate-abo-static-date_of_birth-2,120238346938820284,Soulmate-abo-static-date_of_birth-1,,
"soulmate-static-birth-9x16 (4)",inactive,1,actions:offsite_conversion.fb_pixel_purchase,66.41,66.41,27.487583,1,2416,2416,69,1.544419,1.779801,43,1.544419,1.779801,43,2.85596,0.962464,41,1.619756,2026-04-17,2026-04-17,"Using campaign budget",0,120239103018930284,120239103255860284,Soulmate-abo-static-date_of_birth-1,120239103018960284,Soulmate-сbo-static-date_of_birth-2,,
"soulmate-static-birth-9x16 (5) – 2",inactive,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-17,2026-04-17,"Using campaign budget",0,120239464684270284,120239464684280284,Soulmate-abo-static-date_of_birth-1,120239464684300284,Soulmate-сbo-static-date_of_birth(1)-6,,
"soulmate-static-birth-9x16 mix - 5",inactive,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-17,2026-04-17,"Using campaign budget",0,120240359668910284,120240359668970284,Soulmate-abo-static-date_of_birth-10,120240359668980284,Soulmate-сbo-static-date_of_birth-10,,
Soulmate-abo-static-date_of_birth-1,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-17,2026-04-17,50,Daily,120238346020350284,120238346938840284,Soulmate-abo-static-date_of_birth-4,120238346938850284,Soulmate-abo-static-date_of_birth-1,,
Soulmate-abo-static-date_of_birth-1,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-17,2026-04-17,80,Daily,120238346020350284,120238346933500284,Soulmate-abo-static-date_of_birth-5,120238346933490284,Soulmate-abo-static-date_of_birth-1,,
"soulmate-static-birth-9x16 (1)",not_delivering,9,actions:offsite_conversion.fb_pixel_purchase,19.6,176.4,58.839226,1.033793,2900,2998,183,1.088889,5.403602,162,1.088889,5.403602,162,6.104069,0.963934,199,0.886432,2026-04-17,2026-04-17,"Using campaign budget",0,120239103018930284,120239103255850284,Soulmate-abo-static-date_of_birth-1,120239103018960284,Soulmate-сbo-static-date_of_birth-2,,
"soulmate-static-birth-9x16 (1v2) – 3",not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-17,2026-04-17,"Using campaign budget",0,120239464684270284,120239464684260284,Soulmate-abo-static-date_of_birth-1,120239464684300284,Soulmate-сbo-static-date_of_birth(1)-6,,
"soulmate-static-birth-9x16 mix - 2",inactive,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-17,2026-04-17,"Using campaign budget",0,120240359668910284,120240359668940284,Soulmate-abo-static-date_of_birth-10,120240359668980284,Soulmate-сbo-static-date_of_birth-10,,
Soulmate-abo-static-date_of_birth-1,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-17,2026-04-17,150,Daily,120238346020350284,120238346020420284,Soulmate-abo-static-date_of_birth-1,120238346020370284,Soulmate-abo-static-date_of_birth-1,,
Pastlife-sins-2,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-17,2026-04-17,50,Daily,120238232931510284,120238233933370284,Pastlife-sins-2,120238233933350284,Pastlife-static-1-4-1,,
"soulmate-static-birth-9x16 (8)",inactive,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-17,2026-04-17,"Using campaign budget",0,120239103018930284,120239103018970284,Soulmate-abo-static-date_of_birth-1,120239103018960284,Soulmate-сbo-static-date_of_birth-2,,
"soulmate-static-birth-9x16 (1) – 2",not_delivering,2,actions:offsite_conversion.fb_pixel_purchase,47.76,95.52,47.640898,1.050288,1909,2005,103,1.097931,4.339152,87,1.097931,4.339152,87,5.137157,0.927379,85,1.123765,2026-04-17,2026-04-17,"Using campaign budget",0,120239462815870284,120239462815860284,Soulmate-abo-static-date_of_birth-1,120239462815850284,Soulmate-сbo-static-date_of_birth(1)-5,,
"soulmate-static-birth-9x16 mix - 1",not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-17,2026-04-17,"Using campaign budget",0,120240359668910284,120240359668930284,Soulmate-abo-static-date_of_birth-10,120240359668980284,Soulmate-сbo-static-date_of_birth-10,,
Pastlife-sins-1,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-17,2026-04-17,50,Daily,120238232931510284,120238232931500284,Pastlife-sins-1,120238232931520284,Pastlife-static-1-4-1,,
Pastlife-sins-4,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-17,2026-04-17,50,Daily,120238232931510284,120238233933340284,Pastlife-sins-4,120238233933380284,Pastlife-static-1-4-1,,
"soulmate_blur_static_9x16 (1)",inactive,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-16,2026-04-16,"Using campaign budget",0,120241113584680284,120241113584730284,Soulmate-v2-abo-static-blur-1,120241113584710284,Soulmate-v2-abo-static-blur-1,,
"soulmate-static-birth-9x16 (1) – 3",inactive,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-16,2026-04-16,"Using campaign budget",0,120239462815870284,120239462815840284,Soulmate-abo-static-date_of_birth-1,120239462815850284,Soulmate-сbo-static-date_of_birth(1)-5,,
"soulmate-static-birth-9x16 mix - 4",not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-16,2026-04-16,"Using campaign budget",0,120240359668910284,120240359668960284,Soulmate-abo-static-date_of_birth-10,120240359668980284,Soulmate-сbo-static-date_of_birth-10,,
"soulmate-static-birth-9x16 (13)",inactive,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-16,2026-04-16,"Using campaign budget",0,120240956496910284,120240956496960284,Soulmate-v2-abo-static-date_of_birth-1,120240956497060284,Soulmate-v2-сbo-static-date_of_birth-4,,
"soulmate_blur_static_9x16 (2)",inactive,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-16,2026-04-16,"Using campaign budget",0,120241113584680284,120241113732030284,Soulmate-v2-abo-static-blur-1,120241113584710284,Soulmate-v2-abo-static-blur-1,,
"Starseed_ES_static_9x16 (10)-latam",not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-16,2026-04-16,"Using campaign budget",0,120241042515200284,120241042515240284,Starseed_ES_cbo_static_9x16_ES+LatAm-1,120241042515210284,Starseed_ES_cbo_static_9x16_ES+LatAm-1,,
"Starseed_ES_static_9x16 (1)-latam",not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-16,2026-04-16,"Using campaign budget",0,120241042515200284,120241042515250284,Starseed_ES_cbo_static_9x16_ES+LatAm-1,120241042515210284,Starseed_ES_cbo_static_9x16_ES+LatAm-1,,
"soulmate-static-birth-9x16 (1) - 1",not_delivering,4,actions:offsite_conversion.fb_pixel_purchase,30.3775,121.51,43.012389,1.041283,2713,2825,112,1.265729,3.39823,96,1.265729,3.39823,96,3.964602,1.084911,90,1.350111,2026-04-16,2026-04-16,"Using campaign budget",0,120239462815870284,120239462815830284,Soulmate-abo-static-date_of_birth-1,120239462815850284,Soulmate-сbo-static-date_of_birth(1)-5,,
"soulmate-static-birth-9x16 mix - 3",not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-16,2026-04-16,"Using campaign budget",0,120240359668910284,120240359668950284,Soulmate-abo-static-date_of_birth-10,120240359668980284,Soulmate-сbo-static-date_of_birth-10,,
"soulmate-static-birth-9x16 (4)",not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-16,2026-04-16,"Using campaign budget",0,120240956496910284,120240956496930284,Soulmate-v2-abo-static-date_of_birth-1,120240956497060284,Soulmate-v2-сbo-static-date_of_birth-4,,
"soulmate_blur_static_9x16 (5)",inactive,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-16,2026-04-16,"Using campaign budget",0,120241113584680284,120241113584770284,Soulmate-v2-abo-static-blur-1,120241113584710284,Soulmate-v2-abo-static-blur-1,,
"Starseed_ES_static_9x16 (8)-us",not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-16,2026-04-16,"Using campaign budget",0,120241042103500284,120241042103510284,Starseed_ES_cbo_static_9x16_US-1,120241042103490284,Starseed_ES_cbo_static_9x16_US-1,,
"Starseed_ES_static_9x16 (7)-us",not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-16,2026-04-16,"Using campaign budget",0,120241042103500284,120241042103540284,Starseed_ES_cbo_static_9x16_US-1,120241042103490284,Starseed_ES_cbo_static_9x16_US-1,,
"soulmate-static-birth-9x16 (1) – 4",not_delivering,7,actions:offsite_conversion.fb_pixel_purchase,10.21714286,71.52,36.733436,1.013535,1921,1947,85,0.905316,4.057524,79,0.905316,4.057524,79,4.365691,0.841412,79,0.905316,2026-04-16,2026-04-16,"Using campaign budget",0,120239462815870284,120239462815820284,Soulmate-abo-static-date_of_birth-1,120239462815850284,Soulmate-сbo-static-date_of_birth(1)-5,,
"soulmate-static-birth-9x16 mix - 5",inactive,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-16,2026-04-16,"Using campaign budget",0,120240353549380284,120240359306630284,Soulmate-abo-static-date_of_birth-9,120240353549370284,Soulmate-сbo-static-date_of_birth-9,,
"soulmate-static-birth-9x16 (13)",not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-16,2026-04-16,"Using campaign budget",0,120240956496950284,120240956496920284,"Soulmate-v2-abo-static-date_of_birth-1 – 2",120240956497100284,Soulmate-v2-сbo-static-date_of_birth-5,,
"soulmate_blur_static_9x16 (3)",inactive,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-16,2026-04-16,"Using campaign budget",0,120241113584680284,120241113584740284,Soulmate-v2-abo-static-blur-1,120241113584710284,Soulmate-v2-abo-static-blur-1,,
"soulmate-static-birth-9x16 (8)",inactive,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-16,2026-04-16,"Using campaign budget",0,120240956496950284,120240956497070284,"Soulmate-v2-abo-static-date_of_birth-1 – 2",120240956497100284,Soulmate-v2-сbo-static-date_of_birth-5,,
"Starseed_ES_static_9x16 (1)-us",not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-16,2026-04-16,"Using campaign budget",0,120241042103500284,120241042103530284,Starseed_ES_cbo_static_9x16_US-1,120241042103490284,Starseed_ES_cbo_static_9x16_US-1,,
"soulmate-date-birth-9x16 (4)",not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-16,2026-04-16,"Using campaign budget",0,120239305542660284,120239305542670284,Soulmate-abo-video-date_of_birth-1,120239305542620284,Soulmate-сbo-video-date_of_birth-2,,
"soulmate-static-birth-9x16 mix - 3",not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-16,2026-04-16,"Using campaign budget",0,120240353549380284,120240359306610284,Soulmate-abo-static-date_of_birth-9,120240353549370284,Soulmate-сbo-static-date_of_birth-9,,
"soulmate-static-birth-9x16 (13)",not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-16,2026-04-16,"Using campaign budget",0,120240956496910284,120240956496900284,"Soulmate-v2-abo-static-date_of_birth-1 – 2",120240956497090284,Soulmate-v2-сbo-static-date_of_birth-4,,
"soulmate_blur_static_9x16 (4)",not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-16,2026-04-16,"Using campaign budget",0,120241113584680284,120241113584690284,Soulmate-v2-abo-static-blur-1,120241113584710284,Soulmate-v2-abo-static-blur-1,,
"soulmate-static-birth-9x16 (8)",inactive,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-16,2026-04-16,"Using campaign budget",0,120240956496910284,120240956497050284,"Soulmate-v2-abo-static-date_of_birth-1 – 2",120240956497090284,Soulmate-v2-сbo-static-date_of_birth-4,,
"Starseed_ES_static_9x16 (10)-us",not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-16,2026-04-16,"Using campaign budget",0,120241042103500284,120241042103520284,Starseed_ES_cbo_static_9x16_US-1,120241042103490284,Starseed_ES_cbo_static_9x16_US-1,,
"soulmate-date-birth-9x16 (5)",not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-16,2026-04-16,"Using campaign budget",0,120239305542660284,120239305542650284,Soulmate-abo-video-date_of_birth-1,120239305542620284,Soulmate-сbo-video-date_of_birth-2,,
"soulmate-static-birth-9x16 (1) – 5",not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-16,2026-04-16,"Using campaign budget",0,120240170192160284,120240170225250284,Soulmate-abo-static-date_of_birth-1,120240170192200284,Soulmate-сbo-static-date_of_birth(1)-8,,
"soulmate-static-birth-9x16 (8)",inactive,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-16,2026-04-16,"Using campaign budget",0,120240841338740284,120240841344530284,"Soulmate-v2-abo-static-date_of_birth-1 – 2",120240841344490284,Soulmate-v2-сbo-static-date_of_birth-3,,
"Starseed_ES_static_9x16 (8)-latam",not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-16,2026-04-16,"Using campaign budget",0,120241042515200284,120241042515230284,Starseed_ES_cbo_static_9x16_ES+LatAm-1,120241042515210284,Starseed_ES_cbo_static_9x16_ES+LatAm-1,,
"soulmate-static-birth-9x16 (1)",inactive,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-16,2026-04-16,"Using campaign budget",0,120240956496950284,120240956497040284,"Soulmate-v2-abo-static-date_of_birth-1 – 2",120240956497100284,Soulmate-v2-сbo-static-date_of_birth-5,,
"Starseed_ES_static_9x16 (2)-us",not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-16,2026-04-16,"Using campaign budget",0,120241042103500284,120241042103480284,Starseed_ES_cbo_static_9x16_US-1,120241042103490284,Starseed_ES_cbo_static_9x16_US-1,,
"soulmate-date-birth-9x16 (1)",inactive,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-16,2026-04-16,"Using campaign budget",0,120239305542660284,120239305542640284,Soulmate-abo-video-date_of_birth-1,120239305542620284,Soulmate-сbo-video-date_of_birth-2,,
"soulmate-static-birth-9x16 (1) – 4",inactive,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-16,2026-04-16,"Using campaign budget",0,120240170192160284,120240170192180284,Soulmate-abo-static-date_of_birth-1,120240170192200284,Soulmate-сbo-static-date_of_birth(1)-8,,
"soulmate-static-birth-9x16 (13)",inactive,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-16,2026-04-16,"Using campaign budget",0,120240841338740284,120240841344510284,"Soulmate-v2-abo-static-date_of_birth-1 – 2",120240841344490284,Soulmate-v2-сbo-static-date_of_birth-3,,
"Starseed_ES_static_9x16 (7)-latam",not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-16,2026-04-16,"Using campaign budget",0,120241042515200284,120241042515220284,Starseed_ES_cbo_static_9x16_ES+LatAm-1,120241042515210284,Starseed_ES_cbo_static_9x16_ES+LatAm-1,,
"soulmate-static-birth-9x16 (1)",inactive,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-16,2026-04-16,"Using campaign budget",0,120240956496910284,120240956497000284,"Soulmate-v2-abo-static-date_of_birth-1 – 2",120240956497090284,Soulmate-v2-сbo-static-date_of_birth-4,,
"soulmate-static-birth-9x16 (1)",inactive,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-16,2026-04-16,"Using campaign budget",0,120240956496950284,120240956497020284,Soulmate-v2-abo-static-date_of_birth-1,120240956497080284,Soulmate-v2-сbo-static-date_of_birth-5,,
"soulmate-date-birth-9x16 (18)",not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-16,2026-04-16,"Using campaign budget",0,120239305542660284,120239305542630284,Soulmate-abo-video-date_of_birth-1,120239305542620284,Soulmate-сbo-video-date_of_birth-2,,
"soulmate-static-birth-9x16 (1) - 1",inactive,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-16,2026-04-16,"Using campaign budget",0,120240170192160284,120240170192170284,Soulmate-abo-static-date_of_birth-1,120240170192200284,Soulmate-сbo-static-date_of_birth(1)-8,,
"soulmate-static-birth-9x16 (4)",not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-16,2026-04-16,"Using campaign budget",0,120240841338740284,120240841344500284,"Soulmate-v2-abo-static-date_of_birth-1 – 2",120240841344490284,Soulmate-v2-сbo-static-date_of_birth-3,,
"Starseed_ES_static_9x16 (2)-latam",not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-16,2026-04-16,"Using campaign budget",0,120241042515200284,120241042515190284,Starseed_ES_cbo_static_9x16_ES+LatAm-1,120241042515210284,Starseed_ES_cbo_static_9x16_ES+LatAm-1,,
